p_out,Metric,bayesian,bayesian_fixed_K,spectral,leiden,louvain
0.0,adjusted_mutual_info_score,0.7317341450186565,0.7334012369626352,1.0,0.14923316179196028,0.14603729446919628
0.0,adjusted_rand_score,0.5711835334476844,0.5711835334476844,1.0,0.06515667845109818,0.05783405112229572
0.0,v_measure_score,0.6882464772714612,0.73401855617021,1.0,0.354228236512649,0.35035702297841553
0.0,homogeneity_score,0.5798019866307755,0.5057771317275133,1.0,1.0000000000000004,1.0000000000000007
0.0,fowlkes_mallows_score,0.7557746345249471,0.7318964262527892,1.0,0.23160895749454619,0.21874317894173767
0.0017756023138349119,adjusted_mutual_info_score,0.6860537476409674,0.689941066990214,1.0,0.14904080634857902,0.14724639235773085
0.0017756023138349119,adjusted_rand_score,0.45405102957128657,0.5575956300406377,1.0,0.06733979399106865,0.06545414915467118
0.0017756023138349119,v_measure_score,0.6194504578769714,0.7123588807638057,1.0,0.3527421605928862,0.35008882647342104
0.0017756023138349119,homogeneity_score,0.5798019866307755,0.5798019866307755,1.0,1.0000000000000004,1.0000000000000004
0.0017756023138349119,fowlkes_mallows_score,0.7471743522876642,0.7557299997687382,1.0,0.22608132644735324,0.22031670331415576
0.0035512046276698237,adjusted_mutual_info_score,0.7013644658851474,0.7334012369626352,1.0,0.14899690397093687,0.14691307661061742
0.0035512046276698237,adjusted_rand_score,0.5462735717470484,0.5711835334476844,1.0,0.06562062287073855,0.06602379907724505
0.0035512046276698237,v_measure_score,0.7208225928438488,0.7212847023886879,1.0,0.3538059118175697,0.3493764620234594
0.0035512046276698237,homogeneity_score,0.5782523800563601,0.5773978223140532,1.0,1.0000000000000004,1.0000000000000007
0.0035512046276698237,fowlkes_mallows_score,0.7739764956678843,0.7326483078267009,1.0,0.2241858958616218,0.21293728838433948
0.005326806941504735,adjusted_mutual_info_score,0.6846154483435434,0.7111222720387864,1.0,0.14847402766527013,0.14700713411319163
0.005326806941504735,adjusted_rand_score,0.3807989741688728,0.46714607332513036,1.0,0.06804363447358286,0.060282146517852075
0.005326806941504735,v_measure_score,0.7296718825918922,0.6840037354772033,1.0,0.3530230855642956,0.35126440216021837
0.005326806941504735,homogeneity_score,0.5782523800563601,0.5798019866307755,1.0,1.0000000000000004,1.0000000000000004
0.005326806941504735,fowlkes_mallows_score,0.7492537351638384,0.75375103191114,1.0,0.22280494206432583,0.21465634304851464
0.0071024092553396475,adjusted_mutual_info_score,0.6876474186265173,0.7168999543201684,1.0,0.14868666263555963,0.14822484002352793
0.0071024092553396475,adjusted_rand_score,0.5482712746183247,0.530218494546586,1.0,0.07129350280617586,0.060968438100291
0.0071024092553396475,v_measure_score,0.6226152806947889,0.7108238156250541,1.0,0.3522506063298775,0.3519673132232225
0.0071024092553396475,homogeneity_score,0.5798019866307755,0.5770175581878103,1.0,1.0000000000000004,1.0000000000000004
0.0071024092553396475,fowlkes_mallows_score,0.7490919388382203,0.7739764956678843,1.0,0.21826768985356976,0.22292200006547871
0.00887801156917456,adjusted_mutual_info_score,0.7088492301176653,0.7038165990905989,1.0,0.14891425406276937,0.14726183529709463
0.00887801156917456,adjusted_rand_score,0.5124069713428289,0.48729466660007187,1.0,0.06625615829629825,0.06540043016338629
0.00887801156917456,v_measure_score,0.7127285996818818,0.7320650151598466,1.0,0.35285122484322484,0.3508745634737089
0.00887801156917456,homogeneity_score,0.5782523800563603,0.43485148997308165,1.0,1.0000000000000004,1.0000000000000004
0.00887801156917456,fowlkes_mallows_score,0.7332391710628501,0.751372586794809,1.0,0.2182217774459056,0.21303456817421773
0.01065361388300947,adjusted_mutual_info_score,0.6945559384725486,0.69836790427507,1.0,0.15023424441731303,0.14762766955075618
0.01065361388300947,adjusted_rand_score,0.5711835334476844,0.5711835334476844,1.0,0.07185237085822757,0.05934372192939037
0.01065361388300947,v_measure_score,0.73401855617021,0.6994460864316072,1.0,0.35185374076778975,0.3512645509995078
0.01065361388300947,homogeneity_score,0.5798019866307755,0.5770175581878103,1.0,1.0000000000000004,1.0000000000000004
0.01065361388300947,fowlkes_mallows_score,0.7495906863373171,0.7492537351638384,1.0,0.23036338005050064,0.2172106418332228
0.012429216196844383,adjusted_mutual_info_score,0.6821089974912911,0.6849490955254599,1.0,0.14950714688220312,0.14807299979329047
0.012429216196844383,adjusted_rand_score,0.5711835334476844,0.5711835334476844,1.0,0.07068272195385368,0.06150109483345946
0.012429216196844383,v_measure_score,0.6835511361370952,0.5505139171276574,1.0,0.35289977536025086,0.35102908247592235
0.012429216196844383,homogeneity_score,0.5798019866307755,0.5798019866307755,1.0,1.0000000000000004,1.0000000000000004
0.012429216196844383,fowlkes_mallows_score,0.7647020032255359,0.7739764956678843,1.0,0.21816121684008444,0.21437131652448482
